 Count  Overhead File                    Line Function
   658       658 @Base/sort.jl            182 searchsortedfirst
   682         0 …eArrays/src/linalg.jl    89 _spmatmul!(C::Vector{Float64}, A:…
   682         0 …s/src/sparsematrix.jl   311 nzrange
   689         0 @Base/array.jl          1129 (::Base.var"#133#134"{Vector{Int6…
   689         0 @Base/array.jl          1058 array_new_memory
   690         0 @Base/array.jl          1116 _growend!
   703       703 @Base/int.jl              87 +
   705         0 …solvers/DHCPSolver.jl   412 solve_dhcp!(T_initial::Array{Floa…
   750         0 …vers/AdjointSolver.jl   412 solve_adjoint!(T_cal::Array{Float…
   793       238 @Base/range.jl           908 iterate
   827         0 …solvers/DHCPSolver.jl   310 assemble_dhcp_matrix(ni::Int64, n…
   881       881 @Base/float.jl           493 *
   922         0 …s/src/sparsematrix.jl  1093 sparse(I::Vector{Int64}, J::Vecto…
   952         0 @Base/boot.jl            578 Array
  1055         0 @Base/broadcast.jl       972 copyto!
  1057         0 @Base/broadcast.jl       880 materialize!
  1057         0 @Base/broadcast.jl       883 materialize!
  1066         0 @Base/broadcast.jl       925 copyto!
  1329         0 …solvers/DHCPSolver.jl   406 solve_dhcp!(T_initial::Array{Floa…
  1345         0 …s/src/sparsematrix.jl  1328 sparse
  1557      1557 @Base/sort.jl              ? _spgetindex
  1634         0 @Base/array.jl           930 getindex
  1816      1815 @Base/boot.jl            516 GenericMemory
  2999      2961 @Base/essentials.jl      916 getindex
  3488         0 …vers/AdjointSolver.jl   420 solve_adjoint!(T_cal::Array{Float…
  4132      4132 @Base/array.jl           994 setindex!
  4739         0 …/solvers/CGMSolver.jl   337 solve_cgm!(T_init::Array{Float64,…
  4739         0 …/solvers/CGMSolver.jl   109 compute_gradient!(T_cal::Array{Fl…
  4739         0 …vers/AdjointSolver.jl   360 solve_adjoint!
  5436         0 …eArrays/src/linalg.jl    90 _spmatmul!(C::Vector{Float64}, A:…
  5436         0 @Base/sort.jl            183 searchsortedfirst
  5447      5447 @Base/int.jl             530 >>>
  6245      1959 …s/src/sparsevector.jl   984 _spgetindex
  7080         0 …tiveSolvers/src/cg.jl    89 iterate(it::IterativeSolvers.PCGI…
  7172         0 …Algebra/src/matmul.jl   253 mul!
  7172         0 …Algebra/src/matmul.jl    70 mul!
  7172         0 …Algebra/src/matmul.jl    73 _mul!
  7172         0 …eArrays/src/linalg.jl    54 generic_matvecmul!
  7172         0 …eArrays/src/linalg.jl    59 spdensemul!
 18676         0 …gebra/src/diagonal.jl   493 ldiv!(B::Vector{Float64}, D::Line…
 18744         3 @Base/array.jl          2353 findnext
 19286         0 …gebra/src/diagonal.jl   490 ldiv!(B::Vector{Float64}, D::Line…
 19286         0 @Base/array.jl          2404 findfirst
 19618         0 …/solvers/CGMSolver.jl   321 solve_cgm!(T_init::Array{Float64,…
 22440      3493 @Base/sort.jl            185 searchsortedfirst
 24027     24027 @Base/essentials.jl      917 getindex
 26343         0 …/solvers/CGMSolver.jl   371 solve_cgm!(T_init::Array{Float64,…
 26343         0 …/solvers/CGMSolver.jl   168 compute_sensitivity!
 28394         0 …s/src/sparsevector.jl   983 _spgetindex
 28601         0 @Base/sort.jl            303 searchsortedfirst
 28601         0 @Base/sort.jl            303 #searchsortedfirst#4
 28601         0 @Base/sort.jl            301 searchsortedfirst
 36203         0 …s/src/sparsevector.jl   989 getindex
 37997         0 …tiveSolvers/src/cg.jl    79 iterate(it::IterativeSolvers.PCGI…
 42951         0 …solvers/DHCPSolver.jl   427 solve_dhcp!(T_initial::Array{Floa…
 45615         0 …tiveSolvers/src/cg.jl   235 cg!(x::Vector{Float64}, A::Sparse…
 45961         0 …solvers/DHCPSolver.jl   353 solve_dhcp!
 46138         0 @Base/iterators.jl       206 iterate
 46439         0 …tiveSolvers/src/cg.jl   209 kwcall(::@NamedTuple{Pl::LinearAl…
 50703         0 …lidingWindowSolver.jl   173 solve_sliding_window_cgm(Y_obs::A…
 50703         0 …/solvers/CGMSolver.jl   262 solve_cgm!
 50704         0 …lidingWindowSolver.jl    94 solve_sliding_window_cgm(Y_obs::A…
 50706         0 @Base/client.jl          531 _start()
 50706         0 @Base/client.jl          323 exec_options(opts::Base.JLOptions)
 50706         0 @Base/Base.jl            562 include(mod::Module, _path::Strin…
 50706         0 @Base/loading.jl        2794 _include(mapexpr::Function, mod::…
 50706         0 @Base/loading.jl        2734 include_string(mapexpr::typeof(id…
 50706         2 @Base/boot.jl            430 eval
Total snapshots: 53602. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
