 Count  Overhead File                    Line Function
   477         0 …vers/AdjointSolver.jl   312 assemble_adjoint_matrix(ni::Int64…
   533         0 …tiveSolvers/src/cg.jl   229 cg!(x::Vector{Float64}, A::Sparse…
   533         0 @Base/iterators.jl       205 iterate
   533         0 …tiveSolvers/src/cg.jl    74 iterate
   562       562 @Base/promotion.jl       639 ==
   589         0 @Base/simdloop.jl         78 macro expansion
   636        91 …eArrays/src/linalg.jl    91 _spmatmul!(C::Vector{Float64}, A:…
   677       677 @Base/int.jl              87 +
   679         0 …eArrays/src/linalg.jl    89 _spmatmul!(C::Vector{Float64}, A:…
   679         0 …s/src/sparsematrix.jl   311 nzrange
   687       687 @Base/sort.jl            182 searchsortedfirst
   705         0 …solvers/DHCPSolver.jl   413 solve_dhcp!(T_initial::Array{Floa…
   768         0 …vers/AdjointSolver.jl   413 solve_adjoint!(T_cal::Array{Float…
   793       233 @Base/range.jl           908 iterate
   793         0 @Base/array.jl          1129 (::Base.var"#133#134"{Vector{Int6…
   793         0 @Base/array.jl          1058 array_new_memory
   794         0 @Base/array.jl          1116 _growend!
   822       822 @Base/float.jl           493 *
   958         0 …solvers/DHCPSolver.jl   310 assemble_dhcp_matrix(ni::Int64, n…
   979         0 @Base/boot.jl            578 Array
  1018         0 @Base/broadcast.jl       880 materialize!
  1018         0 @Base/broadcast.jl       883 materialize!
  1019         0 @Base/broadcast.jl       972 copyto!
  1030         0 @Base/broadcast.jl       925 copyto!
  1035         0 …s/src/sparsematrix.jl  1093 sparse(I::Vector{Int64}, J::Vecto…
  1401         0 …solvers/DHCPSolver.jl   407 solve_dhcp!(T_initial::Array{Floa…
  1435         0 …s/src/sparsematrix.jl  1328 sparse
  1440         0 @Base/array.jl           930 getindex
  1499      1499 @Base/sort.jl              ? _spgetindex
  1782      1782 @Base/boot.jl            516 GenericMemory
  2996      2971 @Base/essentials.jl      916 getindex
  3386         0 …vers/AdjointSolver.jl   421 solve_adjoint!(T_cal::Array{Float…
  4220      4220 @Base/array.jl           994 setindex!
  4666         0 …/solvers/CGMSolver.jl   337 solve_cgm!(T_init::Array{Float64,…
  4666         0 …/solvers/CGMSolver.jl   109 compute_gradient!(T_cal::Array{Fl…
  4666         0 …vers/AdjointSolver.jl   360 solve_adjoint!
  4879         0 @Base/sort.jl            183 searchsortedfirst
  4896      4896 @Base/int.jl             530 >>>
  5436         0 …eArrays/src/linalg.jl    90 _spmatmul!(C::Vector{Float64}, A:…
  6339      2010 …s/src/sparsevector.jl   984 _spgetindex
  7083         0 …tiveSolvers/src/cg.jl    89 iterate(it::IterativeSolvers.PCGI…
  7155         0 …Algebra/src/matmul.jl   253 mul!
  7155         0 …Algebra/src/matmul.jl    70 mul!
  7155         0 …Algebra/src/matmul.jl    73 _mul!
  7155         0 …eArrays/src/linalg.jl    54 generic_matvecmul!
  7155         1 …eArrays/src/linalg.jl    59 spdensemul!
 18562         6 @Base/array.jl          2353 findnext
 18678         0 …gebra/src/diagonal.jl   493 ldiv!(B::Vector{Float64}, D::Line…
 19096         0 …gebra/src/diagonal.jl   490 ldiv!(B::Vector{Float64}, D::Line…
 19096         0 @Base/array.jl          2404 findfirst
 19649         0 …/solvers/CGMSolver.jl   321 solve_cgm!(T_init::Array{Float64,…
 22798      3593 @Base/sort.jl            185 searchsortedfirst
 24098     24097 @Base/essentials.jl      917 getindex
 26025         0 …/solvers/CGMSolver.jl   371 solve_cgm!(T_init::Array{Float64,…
 26025         0 …/solvers/CGMSolver.jl   168 compute_sensitivity!
 28221         0 …s/src/sparsevector.jl   983 _spgetindex
 28429         0 @Base/sort.jl            303 searchsortedfirst
 28429         0 @Base/sort.jl            303 #searchsortedfirst#4
 28429         0 @Base/sort.jl            301 searchsortedfirst
 36060         0 …s/src/sparsevector.jl   989 getindex
 37825         0 …tiveSolvers/src/cg.jl    79 iterate(it::IterativeSolvers.PCGI…
 42768         0 …solvers/DHCPSolver.jl   428 solve_dhcp!(T_initial::Array{Floa…
 45407         0 …tiveSolvers/src/cg.jl   235 cg!(x::Vector{Float64}, A::Sparse…
 45674         0 …solvers/DHCPSolver.jl   353 solve_dhcp!
 45938         0 @Base/iterators.jl       206 iterate
 46154         0 …tiveSolvers/src/cg.jl   209 kwcall(::@NamedTuple{Pl::LinearAl…
 50347         0 …lidingWindowSolver.jl    94 solve_sliding_window_cgm(Y_obs::A…
 50347         0 …lidingWindowSolver.jl   173 solve_sliding_window_cgm(Y_obs::A…
 50347         0 …/solvers/CGMSolver.jl   262 solve_cgm!
 50350         0 @Base/client.jl          531 _start()
 50350         0 @Base/client.jl          323 exec_options(opts::Base.JLOptions)
 50350         0 @Base/Base.jl            562 include(mod::Module, _path::Strin…
 50350         0 @Base/loading.jl        2794 _include(mapexpr::Function, mod::…
 50350         0 @Base/loading.jl        2734 include_string(mapexpr::typeof(id…
 50350         3 @Base/boot.jl            430 eval
Total snapshots: 53150. Utilization: 100% across all threads and tasks. Use the `groupby` kwarg to break down by thread and/or task.
